movie_seq,movie_img,movie_title,movie_type,movie_country,movie_runtime,movie_age,movie_open_date,movie_rating,movie_director,movie_actor,movie_content,,admin_id
824,219816,고고다이노 극장판: 얼음공룡의 비밀,애니메이션,한국,74분,전체 관람가,2022.10.05,7.97,이선명,"이민규, 이영아, 최향윤","렉스, 토모, 비키, 핑이 지키고 있는 평화로운 우르르 행성에 악당 제니와 미스터 블랙이 나타났다!<br/>공룡 마니아 제니는 우르르 행성의 공룡들을 납치하기 시작하고, 전투 중인 ‘핑’도 결국 잡혀간다.<br/>막강해진 제니와 미스터 블랙을 막기 위해 고고다이노 대원들은 전설의 공룡을 찾아가게 되고,<br/>최강 합체 로봇인 ‘고고킹 다이노’로 변신할 수 있는 다이노 스톤을 얻게 된다!<br/>하지만, 위기감을 느낀 미스터 블랙과 제니는 잠들어 있던 어둠의 얼음공룡을 깨우고 마는데…!<br/><br/>위기에 빠진 우르르 행성!<br/>고고다이노 대원들은 ‘핑’과 공룡들을 구하고, 우르르 행성을 지킬 수 있을까?",,admin01
825,218049,고속도로 가족,드라마,한국,129분,15세 관람가,2022.11.02,7.97,이상문,"라미란, 정일우, 김슬기","고속도로 휴게소에서 텐트를 집, 밤하늘의 달을 조명 삼아 살고 있는 기우(정일우)와 가족들. <br/>다시 마주칠 일 없는 휴게소 방문객들에게 돈을 빌려 캠핑하듯 유랑하며 살아가던 이들이 <br/>어느 날, 이미 한 번 만난 적 있는 영선(라미란)과 다른 휴게소에서 다시 마주친다. <br/><br/>인생은 놀이, 삶은 여행처럼 살아가던 고속도로 가족과 그들이 신경 쓰이는 영선.<br/>이 두 번의 우연한 만남은 예기치 못한 사건으로 이어지는데…",,admin01
826,201335,고스트랜드,"액션, 공포, SF, 스릴러",미국,102분,15세 관람가,2022.06.29,3.45,소노 시온,"니콜라스 케이지, 소피아 부텔라, 닉 카사베츠",붉은 조명이 드리운 스산한 사무라이 마을.<br/>신비로운 소녀 ‘버니스’와 그녀의 친구들이 한밤중 몰래 탈출을 시도한다.<br/>사라진 그녀를 찾기 위해 사무라이 마을의 총독은 ‘히어로’를 고용한다. <br/>그가 도착한 곳은 오래전 끔찍한 폭발로 시간이 멈추고 희망이 사라진 황폐한 마을 ‘고스트랜드’<br/>그곳에서 목소리를 잃은 ‘버니스’를 찾은 ‘히어로’는 ‘고스트랜드’의 진짜 정체를 알게 되는데…<br/><br/>종말론적 배틀로얄이 시작된다!,,admin01
827,197068,고양이들의 아파트,다큐멘터리,한국,88분,전체 관람가,2022.03.17,7.67,정재은,"김포도, 이인규, 김수만","서울 동쪽 끝, 거대한 아파트 단지.<br/>그곳은 오래도록 고양이들과 사람들이 함께 마음껏 뛰놀고<br/>사랑과 기쁨을 주었던 모두의 천국이었다.<br/><br/>하지만 재건축을 앞두고 곧 철거될 이곳을<br/>떠나려 하지 않는 고양이들을 걱정하는 사람들이 있다<br/><br/>""물어보고 싶어요. 여기 계속 살고 싶냐고""<br/><br/>고양이들과 사람들의 행복한 작별을 위한 <br/>아름다운 분투가 시작된다!",,admin01
828,196362,공기살인,드라마,한국,108분,12세 관람가,2022.04.22,8.54,조용선,"김상경, 이선빈, 윤경호","봄이 되면 나타났다 여름이 되면 사라지는 죽음의 병.<br/>공기를 타고 대한민국에 죽음을 몰고 온 살인무기의 실체를 밝히기 위한 그들의 사투.<br/>증발된 범인, 피해자는 증발되지 않았다!",,admin01
829,201641,공조2: 인터내셔날,"액션, 코미디",한국,129분,15세 관람가,2022.09.07,8.46,이석훈,"현빈, 유해진, 윤아","공조 이즈 백! 이번엔 삼각 공조다!<br/><br/>남한으로 숨어든 글로벌 범죄 조직을 잡기 위해 <br/>새로운 공조 수사에 투입된 북한 형사 ‘림철령’(현빈).<br/>수사 중의 실수로 사이버수사대로 전출됐던 남한 형사 ‘강진태’(유해진)는 <br/>광수대 복귀를 위해 모두가 기피하는 ‘철령’의 파트너를 자청한다. <br/><br/>이렇게 다시 공조하게 된 ‘철령’과 ‘진태’!<br/>‘철령’과 재회한 ‘민영’(임윤아)의 마음도 불타오르는 가운데, <br/>‘철령’과 ‘진태’는 여전히 서로의 속내를 의심하면서도 나름 그럴싸한 공조 수사를 펼친다.<br/>드디어 범죄 조직 리더인 ‘장명준’(진선규)의 은신처를 찾아내려는 찰나,<br/>미국에서 날아온 FBI 소속 ‘잭’(다니엘 헤니)이 그들 앞에 나타나는데…!<br/><br/>아직도 짠내 나는 남한 형사,<br/>여전한 엘리트 북한 형사,<br/>그리고 FBI 소속 해외파 형사까지!<br/>각자의 목적으로 뭉친 그들의 짜릿한 공조 수사가 시작된다!",,admin01
830,194096,"괴물, 유령, 자유인","드라마, SF, 멜로/로맨스",한국,77분,15세 관람가,2022.06.02,7.26,홍지영,"엄태나, 윤해신, 권기하","성심과 은수는 동성연인이다.<br/>사회에서는 결코 인정하지 않기에<br/>결국 서로에 대한 믿음은 깨지고 사랑은 실패하게 된다.<br/>성심은 삶에 대한 믿음을 잃으며 헤매이고,<br/>은수는 매일 밤 악몽에 시달린다.<br/><br/>한편 배우인 성철은 한 극단에서 스피노자를 연기하게 되면서<br/>유대인 공동체에선 이단자로, 기독교도 사이에서는 무신론자로 낙인찍혀<br/>이중으로 추방당한 스피노자의 삶을 직접 체험하게 되지만,<br/>그 어디에서도 그의 삶에서 해답을 찾을 순 없다.<br/><br/>그들을 짓누르는 것은 무엇일까?<br/>이 시대 진정한 자유의 길은 과연 있기는 한 것일까?<br/>괴물들과 유령들은 자유로워질 수 있을까?",,admin01
831,214314,"굿 럭 투 유, 리오 그랜드","드라마, 코미디",영국,97분,청소년 관람불가,2022.08.11,7.23,소피 하이드,"엠마 톰슨, 다릴 맥코맥","“난 느껴본 적 없어요 누구와도 단 한번도”<br/><br/>단 한번도 섹스에 만족해 본 적 없는 인생 6*년차 ‘낸시’<br/>남편과 아이들이 떠나고, 은퇴 후 혼자 남은 그녀는<br/>처음이자 마지막으로 자신만의 버킷리스트를 실행해보기로 결심한다<br/><br/>“이끌리는 대로 다 잊고 당신만 생각해요”<br/><br/>낯선 호텔, 모든 게 자신 없는 ‘낸시’ 앞에 젊고 매력적인 ‘리오 그랜드’가 나타나고,<br/>처음 경험하는 퍼스널 서비스는 예상치 못한 해방감을 선사하는데...<br/><br/>뜨겁게 용감해지고 싶은 당신을 위한 굿 럭 무비!",,admin01
832,207480,굿 보스,"드라마, 코미디",스페인,120분,15세 관람가,2022.02.10,7.57,페르난도 레온 데 아라노아,"하비에르 바르뎀, 마놀로 솔로, 알무데나 아모르",우수기업상 최종 후보에 오른 '블랑코 스케일즈'는<br/>골칫거리 직원들 때문에 수상이 물 건너갈 판이다.<br/><br/>사장 ‘블랑코’는 이를 해결하기 위해 직접 나서지만<br/>그가 개입할수록 상황은 점점 최악으로 치닫게 되고<br/>겉 보기에 완벽했던 ‘굿 보스’의 실체가 밝혀지는데…,,admin01
833,213443,귀멸의 칼날: 아사쿠사 편,애니메이션,일본,103분,15세 관람가,2022.08.25,6.46,소토자키 하루오,"하나에 나츠키, 키토 아카리, 세키 토시히코","귀살대에 입대한 탄지로는 매일 소녀가 실종된다고 하는 마을로 향한다. <br/>혈귀의 냄새는 나지만 그 모습을 찾을 수 없는 가운데, 새로운 소녀에게 혈귀의 손이 다가온다.<br/><br/>그다음으로 탄지로가 방문한 곳은 아사쿠사. <br/>화려한 도시와 즐비한 상점에 당황하는 탄지로는 그곳에서 혈귀의 냄새를 찾아낸다. <br/>그 냄새는 인간을 혈귀로 바꿀 수 있는 유일한 존재이자 <br/>탄지로의 숙적이기도 한 키부츠지 무잔의 것이었다. <br/>이윽고 탄지로의 앞에 타마요와 유시로가 나타나는데…",,admin01
834,213442,귀멸의 칼날: 장구저택 편,애니메이션,일본,87분,15세 관람가,2022.09.15,7.4,소토자키 하루오,"하나에 나츠키, 키토 아카리, 시모노 히로","꺽쇠 까마귀가 일러준 다음 임무지는 남남동.<br/>임무로 향하는 도중 탄지로는 최종 선별에서 만난 동기 검사인 아가츠마 젠이츠를 우연히 만난다.<br/>젠이츠의 소극적인 태도에 애를 태우면서, 탄지로는 산의 오지에 있는 저택에 다다른다.<br/>그곳에는 장구로 저택을 변화시킬 수 있는 능력을 가진 혈귀의 모습이 보이고,<br/>심지어 멧돼지 얼굴의 기괴한 남자가 나타나는데…",,admin01
835,220584,귀못,공포,한국,111분,15세 관람가,2022.10.19,6.38,탁세웅,"박하나, 허진, 정영주","과거 대부호였던 왕할머니의 대저택에 숨겨진 보석을 훔치기 위해 간병인으로 입주하게 된 보영.<br/>보영을 고용한 왕할머니의 유일한 혈육인 김사모는,<br/>‘아무도 데려오지 말 것, 특히 아이’, ‘저수지 근처에 가지 말 것’이라는 조건을 건다.<br/>하지만 보영은, 금기를 깨고 자신의 딸 ‘다정’을 몰래 데리고 가는데...<br/>사람 죽어 나가는 ‘귀못’이라고 불리는 저수지 옆에 위치한<br/>왕할머니의 거대한 저택에선 불길하고 괴이한 징조가 계속되고,<br/>그러던 중 보영은, 이곳을 찾은 외지인들이 의문의 변사를 당한 것을 알게 된다.",,admin01
836,220854,"그 남자, 좋은 간호사",스릴러,미국,122분,15세 관람가,2022.10.19,8.56,토비아스 린드홈,"에디 레드메인, 제시카 차스테인","따뜻한 마음을 지닌 싱글맘 에이미는 생명을 위협할 수 있는 심장병을 앓고 있지만,<br/>집중치료실 간호사로 일하며 고된 업무와 야간 근무를 감당하고 있다.<br/>육체적, 정신적 한계에 다다른 그녀 앞에 든든한 지원군이 나타나는데,<br/>함께 일하게 된 사려 깊고 공감력 높은 간호사 찰리.<br/>둘은 병동에서 길고 긴 밤들을 함께 헤쳐 나가며 단단하고 끈끈한 우정을 키워나가고,<br/>에이미는 오랫동안 잊고 있었던 자신을 향한 믿음과 어린 딸들의 장래에 대한 희망을 품게 된다.<br/><br/>그러나 영문을 알 수 없는 환자들의 연이은 죽음으로 수사가 시작되고 찰리가 유력한 용의자로 지목되자,<br/>에이미는 자신의 목숨과 딸들의 안전을 걸고 진실을 파헤치기 시작한다.",,admin01
837,210029,그 남자는 타이타닉을 보고 싶지 않았다,"드라마, 멜로/로맨스",핀란드,82분,12세 관람가,2022.03.10,8.19,티무 니키,"마리아나 마야라, 페트리 포이콜라이넨","난치병인 다발 경화증으로 시력과 기동성을 잃은 야코는 연인 시르파와 전화로 원거리 연애 중이다. 그러던 어느 날, 혈액염을 앓고 있는 시르파로부터 치료를 위한 약을 쓰면 죽을지도 모른다는 말을 듣는다. 야코는 천 킬로미터 떨어진 도시에 사는 연인을 만나기 위해서 안전한 집을 벗어나 위험천만한 여정을 떠나는데...",,admin01
838,216495,그레이 맨,"액션, 스릴러",미국,127분,15세 관람가,2022.07.13,8.42,"앤서니 루소, 조 루소","라이언 고슬링, 크리스 에반스, 아나 데 아르마스","그 누구도 실체를 몰라 `그레이 맨`으로 불리는 CIA의 암살 전문 요원이 우연히 CIA의 감추고 싶은 비밀을 알게 되고, CIA의 사주를 받은 소시오패스 전 동료에게 쫓기며 시작되는 액션 블록버스터",,admin01
839,213383,극장판 5등분의 신부,"애니메이션, 드라마",일본,136분,12세 관람가,2022.09.22,8.95,진보 마사토,"마츠오카 요시츠구, 하나자와 카나, 타케타츠 아야나","「낙제 직전」「공부가 싫은」미소녀 다섯 쌍둥이를<br/>아르바이트 가정 교사로서 「졸업」까지 이끈 후타로.<br/>배우에 전념하기 위해 휴학하기로 한 이치카의 공부를 봐주면서<br/>「학교 축제」 준비에 힘쓰는 후타로와,<br/>후회 없는 「학교 축제」를 만들기 위해 평소 이상으로 노력하는 요츠바.<br/>어지러운 날들이 지나고 정신을 차려보니 「학교 축제」 전날.<br/>후타로는 포기하지 않고 힘쓰는 이츠키의 모습에 힘입어,<br/>니노의 각오와 미쿠의 결의, 그리고 이치카·요츠바·이츠키에 대한 마음의 답을 찾는다.<br/>저마다의 생각을 안고 있는 와중,<br/>드디어 시작된 고교 생활 최후의(마지막) 이벤트인 「학교 축제」 첫날.<br/>『학교 축제 첫날 15시에 교실에 와줘<br/>교실에 모인 다섯 쌍둥이는, 후타로에게 어떠한 마음을 고백 받게 될까?",,admin01
840,220044,극장판 검정고무신 : 즐거운 나의 집,애니메이션,한국,79분,전체 관람가,2022.10.06,8.31,"송정율, 송요한","박지윤, 오인실",짝사랑하는 여학생 숙이에게 잘 보이려다가<br/>수업료를 모두 써버린 기철이는 생애 첫 아르바이트(?)를 시작한다.<br/>뜻하지 않게 서울을 떠나게 된 기철이는 온갖 우여곡절에 휘말리게 되는데…<br/>과연 기철이는 무사히 집으로 돌아올 수 있을까?,,admin01
841,218980,극장판 도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021,애니메이션,일본,109분,전체 관람가,2022.08.03,8.81,야마구치 스스무,"윤아영, 김정아, 이현주","여름방학 어느 날, 진구가 주운 작은 로켓 안에서 손바닥만 한 우주인 ‘파피’가 나타난다!<br/>우주의 머나먼 곳에 있는 작은 별 ‘피리카’의 대통령인 그는<br/>반란군에게서 도망쳐 지구에 왔다고 한다.<br/>처음에는 너무 작은 ‘파피’의 사이즈에 당황하던 도라에몽과 진구는<br/>비밀도구 ‘스몰 라이트’로 작아져서 함께 놀며 친구가 된다.<br/><br/>그러나 고래 형태의 우주전함이 ‘파피’를 붙잡기 위해 지구에 나타나 이들을 공격하고,<br/>모두를 끌어들인 것에 책임감을 느낀 ‘파피’는 홀로 반란군에 맞서고자 하는데…<br/><br/>소중한 친구 ‘파피’와 그의 별을 지키기 위한<br/>도라에몽과 친구들의 우주 모험이 시작된다!",,admin01
842,212140,극장판 바다 탐험대 옥토넛 : 해저동굴 대탈출,"애니메이션, 액션, 모험",영국,72분,전체 관람가,2022.02.17,6.19,블레어 시몬스,"하성용, 정재헌, 엄상현","아기 문어 코바를 집에 데려다 주기 위해<br/>카리브해 산호초로 향하던 바나클 대장과 페이소.<br/>그런데… 갑작스레 통신이 끊겼다?!<br/>위기에 빠진 바나클 일행을 구하기 위해<br/>옥토포드에 남은 옥토넛 대원들이 수색 작전을 펼친다.<br/>탐험선 G, 탐험선 M, 탐험선 Q 모두 총출동!<br/>울창한 정글을 지나 미로처럼 끝없이 이어진 수중동굴에 이르기까지,<br/>바나클 일행을 찾기 위한 옥토넛 대원들의<br/>짜릿한 대탈출 작전이 지금 바로 시작된다!",,admin01
843,218758,극장판 살아남기 시리즈: 인체에서 살아남기,애니메이션,일본,89분,전체 관람가,2022.08.10,9.22,"나스카와 미츠루, 이리요시 사토루","김현지, 여민정, 남도형","나노미터의 작은 크기로 줄어드는 최첨단 탐사선<br/>히포크라테스호에 탑승한 지오와 뇌 박사.<br/>그 사실을 알 리 없는 피피는 무심코 히포크라테스호를 삼켜버리고 만다.<br/>얼떨결에 피피의 몸속으로 들어간 지오와 뇌 박사는<br/>상상을 초월하는 광경들을 마주하게 되는데..!<br/><br/>과연 피피의 몸속에서는 무슨 일이?!<br/>신비한 미지의 세계, 인체에서 펼쳐지는 극한 서바이벌 어드벤처가 시작된다!<br/><br/>보너스 스토리!<br/>경이로운 심해로 떠난 지오와 친구들의 이야기도 함께 만나요~!",,admin01
844,208844,극장판 시그널,"드라마, 범죄",일본,121분,12세 관람가,2022.03.31,6.13,하시모토 하지메,"사카구치 켄타로, 키타무라 카즈키, 키치세 미치코","2021년 고위 관료들이 잇따른 차량 약물 테러 사건으로 사망한다.<br/>‘사에구사 켄토’가 속한 장기 미제 사건팀은 <br/>계획된 범죄임을 의심하고 수사하던 중<br/>2009년에 동일한 사건이 일어났음을 알게 된다.<br/><br/>수사에 난항을 겪던 중<br/>이어질 리 없는 고장 난 무전기가 다시 울리기 시작했다!<br/><br/>“여기는 2021년입니다. 듣고 계십니까?”<br/>“여기는 2009년, ‘오야마 타케시’ 입니다”<br/><br/>간절함이 보내온 신호!<br/>도심을 뒤흔든 연쇄 테러 사건과의 전쟁에 맞선<br/>과거와 현재의 공조 수사가 시작된다!",,admin01
845,208821,극장판 안녕 자두야: 제주도의 비밀,애니메이션,한국,90분,전체 관람가,2022.01.27,8.61,손석우,"여민정, 김영은, 정혜옥","‘자두’는 제주도 가족여행에서 만난 <br/>엄친딸 제주 소녀 ‘전복’이가 못마땅하다.<br/>게다가 ‘윤석’이를 바라보는 저 하트 눈빛은 뭐람!<br/><br/>베프 윤석이를 전복이가 독차지하자<br/>화가 난 자두는 실수로 돌하르방을 넘어뜨리고,<br/>먼 옛날 저주를 품고 봉인된 ‘보리’가 깨어난다.<br/><br/>보리가 쏜 돌하르방 빔에 맞은 사람들은 돌이 되어 굳어 버리고,<br/>자두와 친구들은 모두를 원상태로 되돌릴 방법을 찾아 나서는데…<br/><br/>제주도로 자! 떠나보자 두!<br/>명랑히어로 자두의 판타스틱 어드벤처!<br/>제주도의 운명이 걸린 초특급 비밀은 과연 무엇일까?",,admin01
846,218816,극장판 엄마 까투리: 도시로 간 까투리 가족,애니메이션,한국,76분,전체 관람가,2022.09.08,9.15,정길훈,"김서영, 이윤희, 김은아","엄마 까투리와 꺼병이 4남매는 평화로웠던 숲이 아파트 개발로 위험해지자,<br/>정든 보금자리를 뒤로하고 서둘러 이사를 결심한다.<br/>건너편 산으로 가기 위해서는 위험천만한 도시 한 가운데를 지나야만 하는 상황!<br/>다행히 쥐돌이 가족의 도움으로 하룻밤 안식처를 구하지만, 그것도 잠시…<br/>호시탐탐 꺼병이들을 노리는 도시 길냥이들을 엄마가 혼쭐 내주는 사이,<br/>꺼병이들은 사라져버리고, 아이들을 찾아 나서는 엄마 역시 큰 위험에 처하게 되는데…<br/><br/>과연, 헤어진 엄마 까투리와 꺼병이 4남매는 무사히 새 집에 도착할 수 있을까?",,admin01
847,213487,극장판 윌벤져스 : 수상한 캠핑 대소동,애니메이션,한국,79분,전체 관람가,2022.06.23,9.1,"신창환, 류정우","샘 해밍턴, 김서영, 강시현","동물들과의 대화는 물론, 공룡 젤리를 먹고 엄청난 초능력을 발휘하는 `윌리엄`과 `벤틀리`는 슈퍼 히어로가 되고 싶은 사고뭉치 히어로 꿈나무들.<br/>어느 날, 샘 아빠와 함께 즐거운 캠핑 여행을 떠난 `윌벤져스`는 놀이터에서 신비로운 능력을 가진 여우 소녀 `미호`를 만나 친구가 된다.<br/>깊은 숲속 신비한 여우굴로 향한 `윌벤져스`는 `미호`의 놀라운 비밀을 알게 되고, `미호` 가족을 노리는 사냥꾼들의 습격으로 모두가 큰 위험에 빠지고 마는데…<br/>과연 `윌벤져스`는 아빠와 친구를 구하고, 무사히 캠핑을 마칠 수 있을까?!",,admin01
848,213324,극장판 유루캠△,"애니메이션, 드라마",일본,120분,전체 관람가,2022.10.27,8.66,쿄고쿠 요시아키,"하나모리 유미리, 하라 사유리, 토요사키 아키","이것은 조금 먼 미래의 겨울부터 시작되는 이야기<br/>시마 린은 고향인 야마나시를 떠나,<br/>나고야의 작은 출판사에 취직해 혼자서 생활하고 있었다.<br/>어느 주말 투어링 계획을 세우고 있던 린에게<br/>고등학교 친구인 오가키 치아키가 갑작스럽게 보낸 문자가 왔다.<br/>“나 지금 나고야에 있는데.”<br/>야마나시 관광 추진 기구에서 일하는 치아키는 몇 년 전에 폐쇄된<br/>모 시설의 재개발 계획을 맡고 있었다.<br/>“그렇게 넓은 부지면 캠핑장이라도 만들든가.”<br/>린이 무심코 내뱉은 말 한마디에 움직이기 시작한 치아키,<br/>도쿄의 아웃도어 매장에서 일하는 카가미하라 나데시코,<br/>고향인 야마나시에서 초등학교 교사가 된 이누야마 아오이,<br/>요코하마의 애견 미용실에서 근무하는 사이토 에나.<br/>예전의 캠핑 동료들이 모이면서, 캠핑장 개발 계획이 시작된다.<br/><br/>캠핑으로 이어진 5명이, 지금이기에 할 수 있는 일에 도전!<br/>아웃도어 계열, 걸즈 스토리 개막.",,admin01
849,213347,극장판 이세계 콰르텟: 어나더 월드,"애니메이션, 코미디, 판타지",일본,111분,12세 관람가,2022.10.13,7.71,아시나 미노루,"히노 사토시, 후쿠시마 준, 코바야시 유스케","교실에 갑자기 나타난 웜홀로 빨려 들어 간<br/>2반 멤버들은 또 한번 이세계로 전이된다.<br/><br/>그들이 도착한 곳은 폭주하는 골렘이 가득한 황폐한 세계!<br/><br/>그곳에서 만난<br/>의문의 안대 소녀 ‘팡타그뤼엘’<br/>의문의 여군 ‘베라 미트로히나’<br/>의문의 남자 ‘알렉’.<br/><br/>복잡한 운명이 얽히는 이세계에서<br/>갑자기 흩어진 2반 멤버들은 모두 원래 세계로 돌아갈 수 있을까?<br/><br/>이세계 유니버스, 극장에서 어셈블!",,admin01
850,213733,극장판 주술회전 0,애니메이션,일본,105분,15세 관람가,2022.02.17,9.23,박성후,"오가타 메구미, 하나자와 카나, 코마츠 미카코","어릴 적 소꿉친구인 오리모토 리카를 교통사고로 눈앞에서 잃은 옷코츠 유타.<br/><br/>“약속해, 리카와 유타는 어른이 되면 결혼하기로”<br/>옷코츠는 원령으로 변한 리카의 저주에 괴로워한 나머지, 자신도 죽기를 바라지만 최강의 주술사인 고죠 사토루에 의해 주술고전에 들어가게 된다. 그리고 동급생인 젠인 마키, 이누마키 토게, 판다를 만나면서 굳은 결심을 한다.<br/><br/>“살아도 된다는 자신감이 필요해”<br/>“나는 주술고전에서 리카의 저주를 풀겠습니다”<br/>한편, 옷코츠와 친구들 앞에 과거에 일반인을 대량으로 학살해서 고전에서 추방된 최악의 주저사인 게토 스구루가 나타난다.<br/><br/>“12월 24일, 우리는 백귀야행을 결행한다”<br/>주술사만의 낙원을 만들려는 게토는 비술사를 섬멸하겠다면서, 신주쿠와 교토에 천의 저주를 내리는데…과연 옷코츠는 게토를 막을 수 있을까? 그리고 리카의 저주를 풀 수 있을까?",,admin01
851,195491,극장판 천재 추리 탐정 셜록홈즈,"애니메이션, 모험",홍콩,84분,전체 관람가,2022.01.27,9.33,"추영조, 원건도","석승훈, 김용, 서정익","19세기 런던!<br/>날카로운 추리와 뛰어난 과학 지식을 겸비한 최고의 명탐정 ‘셜록 홈즈’는<br/>부자들만 노리는 신출귀몰한 도둑 ‘화이트 스톰’을 체포한다.<br/><br/>4년 후, 출소가 얼마 남지 않은 ‘화이트 스톰’이 버나드 캐슬 교도소의 악당 ‘불곰’과의 대결 후<br/>누구도 상상하지 못한 기상천외한 방법으로 탈옥했다는 사실이 알려지는데…!<br/>전설적인 대도둑 ‘화이트 스톰’을 잡기 위한 ‘셜록 홈즈’의 상상초월 과학 추리가 시작된다!",,admin01
852,50368,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,애니메이션,일본,96분,전체 관람가,2022.06.01,7.46,유야마 쿠니히코,"이선호, 김영선, 마츠모토 리카","끝나지 않은 전설의 포켓몬들의 배틀로<br/>위험에 빠진 반전 세계와 현실 세계를 구하기 위해<br/>감사포켓몬 ‘쉐이미’와 ‘지우’, ‘피카츄’가 나서면서 시작되는 모험 이야기",,admin01
853,213382,기기묘묘,공포,한국,116분,15세 관람가,2022.09.22,5.91,"이탁, 남순아, 심규호","오민애, 김재화, 한해인","땅을 둘러 싼 이웃들의 다툼,<br/>엄마와 딸의 기이한 관계,<br/>낙향한 청년과 괴인의 기묘한 만남,<br/>아들 세대의 암울한 미래를 직감한 아버지의 고군분투기<br/><br/>불안한 사회, 불안한 사람들을 소환한 판타스틱 스릴러",,admin01
854,213377,기동전사 건담 쿠쿠루스 도안의 섬,"애니메이션, SF",일본,108분,12세 관람가,2022.10.05,7.42,야스히코 요시카즈,"후루야 토오루, 타케우치 슌스케","공작원 소탕 임무를 받고 알래그란사 섬에 도착한 ‘아무로 레이’.<br/>섬에서 본 건 아이들과 자쿠의 망령이었다.<br/><br/>'아무로'는 기습 공격에 맞서던 중 절벽 아래로 떨어지고<br/>‘쿠쿠루스 도안’과 아이들의 도움을 받아<br/>그들과 함께 생활하며 잃어버린 건담을 찾아 나선다.<br/><br/>한편, ‘아무로’를 구하러 온 화이트 베이스 부대와<br/>‘도안’의 전 소속 부대인 지온의 서던 크로스 부대가 동시에 나타나<br/>결전을 벌이며 섬의 평화는 깨지고 마는데…<br/><br/>과연 ‘아무로’는 건담을 되찾고 섬의 아이들을 구할 수 있을까?",,admin01
855,204177,나를 죽여줘,드라마,한국,119분,15세 관람가,2022.10.19,9.17,최익환,"장현성, 안승균, 이일화","작가로서의 삶을 포기한 채 선천적 지체장애를 가진 아들 현재를 돌보고 있는 민석. 소년에서 성인이 되어가는 현재가 장애인 활동지원사인 기철과 독립을 꿈꾸며 민석과 갈등을 빚게 된다. 그러던 어느 날 예기치 못한 사고로 민석의 몸에 이상이 생긴 것을 알게 되고, 현재와 가족들의 일상이 변하게 되는데… <br/>“아빠는 점점 죽어가고 있어…” <br/><br/>보통의 평범한 일상이 힘든 모든 이들을 위한 영화가 온다! <br/>#장애 #성(性) #존엄사 #가족",,admin01
856,191652,나의 촛불,다큐멘터리,한국,87분,전체 관람가,2022.02.10,6.09,"김의성, 주진우","박영수, 손석희, 심상정","부정부패와 국정농단으로 국민들을 우롱했던 날들.<br/>대한민국의 1,600만명이 한 목소리로 세상을 바꿨던 그때를 기억합니다.<br/><br/>전세계가 주목한 가장 위대했던 그때의 뒷 이야기들을<br/>김의성, 주진우가 고영태, 김성태, 박영석, 손석희, 심상정, 유시민, 윤석열, 추미애,<br/>그리고 촛불 시민들과 함께 모두 풀어냅니다.<br/><br/>""모두가 불가능 할 것이라 했던 변화를 이끈 건 광화문에서 밝힌 국민들의 촛불이었다”",,admin01
857,214690,나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,애니메이션,일본,104분,12세 관람가,2022.03.09,9.1,나가사키 켄지,"오카모토 노부히코, 야마시타 다이키","전 세계 개성 보유자 섬멸을 목표로 하는 수수께끼 조직 휴머라이즈.<br/>그들이 각국에 설치한 '이디오 트리거 밤'으로부터 사람들을 구하기 위해 세계 선발 히어로 팀이 결성된다!<br/>세계 각국의 프로 히어로와 유에이 고교 히어로과 학생들이 소집되어<br/>각 지역에서 폭탄 회수 임무를 맡게 되는데…<br/><br/>엔데버 사무소에서 인턴 중인 미도리야, 바쿠고, 토도로키는 오세온에서 작전 수행 중, 어떠한 사건에 휘말리게 되고<br/>미도리야는 이를 계기로 만난 운반책 소년 로디와 함께 경찰, 빌런의 공격을 받으며 전국에 지명수배된다.<br/><br/>한편, 휴머라이즈의 지도자 플렉트 턴이 범행을 예고하며 세계는 패닉에 빠지고,<br/>히어로 팀은 절체절명의 상황에 위험을 무릅쓰고 폭탄 회수에 나서는데…<br/><br/>제한시간은 단 2시간! 전 세계와 히어로들의 미래가 '그들' 손에 달렸다!",,admin01
858,202759,나이트 레이더스,"스릴러, 미스터리, 드라마, SF","캐나다, 뉴질랜드",101분,15세 관람가,2022.03.03,3.76,다니스 고렛,"엘레 마이아 테일페데스, 브룩클린 르텍시에 하트, 알렉스 태런트","서기 2043년, 새로운 전쟁을 일으켜 대제국을 세우려는 국가 에머슨.<br/>인간병기를 양성하기 위해 모든 아이들을 납치하고,<br/>외딴 숲에서 칩거하던 ‘니스카’도 결국 사랑하는 딸을 빼앗긴다.<br/><br/>10개월 후, 예기치 못한 비밀이 하나둘 드러나고,<br/>희망을 잃은 채 살아가던 ‘니스카’는<br/>딸을 되찾고자 국가의 중심부를 습격하기로 결심하는데…",,admin01
